Id_coach, gender, name, country, birthday, points
478,, LEE Ki-Su, , 11-11-1111,174
479,, PETRENKO Igor, Ukraine, 11-11-1111,174
480,, ZENKIN Boris, , 11-11-1111,173
481,, PYROZHENKO Oleksandr, Ukraine, 11-11-1111,173
482,, PASQUALE de Frank, Australia, 16-04-1970,171.5
483, male, SALIM Joseph, Hungary, 15-05-1967,171
484,, KIM Il-Hoi, , 11-11-1111,170
485,, HOU Wei-Hsing, Taiwan, 11-11-1111,170
486, male, IRAN Shah, Norway, 09-11-1963,169
487, female, PAPARONI Sabrina, Italy, 11-11-1111,168
488, male, GOUVEIA Arlindo, Venezuela, 22-12-1969,167
489, male, NWAISER Tawfiq, Jordan, 23-11-1965,165
490, male, SALIM Gergely, Hungary, 01-04-1972,165
491, male, SOILA Joonas, Finland, 07-08-1972,165
492, male, NYUKURI Rashid, Kenya, 11-11-1111,165
493,, KHAEMBA Philip, , 11-11-1111,165
494,, MILLAN Wilfredo, , 11-11-1111,164
495,, BAGLIVO Roberto, Italy, 11-11-1111,164
496,, THORNTON Dan, Canada, 11-11-1111,163
497, male, DAMASO Nuno, Switzerland, 17-01-1965,162
498, female, SHIN Dong-Sun, Korea, 25-01-1975,161
499,, CHIN Yun-Sup, , 11-11-1111,160.3
500,, AAD Bassem, Lebanon, 03-01-1968,160
501,, PARK Jae-Cheon, , 11-11-1111,160
502,, LEE Yong-Chul, , 11-11-1111,159
503,, KAUR Meera, India, 11-11-1111,159
504,, GORET Steve, , 11-11-1111,158
505,, KIM Yang-Woong, , 11-11-1111,158
506,, MARK Reinhard, , 11-11-1111,158
507, female, SINGER Regina, Austria, 11-10-1964,157.5
508,, AKKOUH Moustapha, Belgium, 11-11-1111,157
509, male, DOMADOR Wilmen, Venezuela, 19-02-1974,156
510, male, FUENMAYOR Jesus, Venezuela, 11-11-1111,156
511,, IM Shin-Cho, Korea, 11-11-1111,156
512, male, VU Anh Tuan, Viet Nam, 17-09-1980,155
513,, YOUN In-Bang, , 11-11-1111,155
514,, COOK David, Norway, 15-10-1975,155
515,, KIM Kil-Tae, Viet Nam, 25-08-1981,155
516, male, GHOLAMZADEH Omid, Iran, 19-07-1982,154
517,, OGUZ Mikael, Norway, 30-10-1976,154
518,, KIM Boo-Yang, , 11-11-1111,153.8
519,, ROZINSZKY Andrew, Australia, 27-08-1968,153.3
520, male, MARK Manuel, Austria, 10-11-1985,153
521,, LEAFE Ian, , 11-11-1111,153
522, male, MAMMADOV Zahid, Azerbaijan, 16-09-1981,152
523,, KI Hong-Seong, , 11-11-1111,151
524,, DRAGANOV Georgi, , 11-11-1111,150
525,, ROJAS Danny, Dominican Republic, 20-03-1976,150
526,, DANDOBI Yacouba, Niger, 03-12-1973,150
527,, MORALES Jesus, , 11-11-1111,149
528,, KI Hong-Seung, Korea, 11-11-1111,149
529,, KANG Dong-Heon, Korea, 11-11-1111,149
530,, HUR In-Young, Korea, 11-05-1983,148
531,, CORTAZAR Edgar, Mexico, 18-10-1978,147.8
532,, LAUTENSCHLAGER Dimitrios, Germany, 11-11-1111,147.5
533,, MADAREVIC Drazen, , 11-11-1111,147
534,, KUDRNACOVA Olga, Czech Republic, 11-11-1111,146
535, male, CARAZO Pedro, Costa Rica, 11-11-1111,145
536, male, HELVACIOGLU Yilmaz, Turkey, 15-08-1961,145
537, male, KIM Alexander, Uzbekistan, 05-04-1965,145
538, male, PAGAN Edwin, Puerto Rico, 11-11-1111,145
539,, ALEXIOUK Valery, , 11-11-1111,145
540,, GABRIEL Manolo, , 11-11-1111,145
541,, LACEK Petr, , 11-11-1111,145
542,, NAIDENKOV Igor, , 11-11-1111,145
543,, PAK Gerasim, Uzbekistan, 11-11-1111,145
544,, RAHUNOVICH Dzmitry, Latvia, 24-07-1972,145
545,, BENAVIDES Manfred, Costa Rica, 11-11-1111,145
546,, PENA Luis, Puerto Rico, 11-11-1111,145
547,, SMAILI Badr, Morocco, 07-05-1993,145
548, male, GUZMAN Ramiro, Mexico, 11-11-1111,144
549, male, LEE Hyun-Suk, Korea, 26-01-1971,143
550, male, STAMPER Martin, United Kingdom of Great Britai, 21-08-1986,143
551, male, VOIGT Paul, Sweden, 11-11-1111,143
552, male, ETMINANI Davoud, United Kingdom of Great Britai, 21-06-1980,143
553, male, KWON Ki-Moon, Korea, 11-11-1111,142
554, male, KANG Seung-Su, Korea, 11-11-1111,141.3
555,, IZARIK Pavel, Slovakia, 26-02-1973,141
556,, KOVACIC Kristijan, Slovenia, 29-04-1976,141
557,, CHA Sang, United States of America, 11-11-1111,141
558, female, DOTSON Kim, United States of America, 15-04-1963,140
559, male, YAMAGUTI Andre, Brazil, 26-04-1976,140
560, male, ZAHEDI Seyed Hassan, Iran, 11-11-1111,140
561,, AIRES Clovis, , 11-11-1111,140
562,, CHUNG Ki-Soo, , 11-11-1111,140
563,, LIGHTFOOT Raymond, , 11-11-1111,140
564, male, MUNOZ Carlos, Mexico, 11-11-1111,140
565,, MKADMI Abdelkhalak, Belgium, 18-01-1978,140
566, male, SULTANMAKHMUT Shokbytov, , 05-12-1969,139
567,, LEE Chong-Hae, Korea, 11-11-1111,139
568,, WOO Jon-Chun, Korea, 11-11-1111,139
569, female, SINGH Srishti, India, 05-04-1989,138
570,, MALEKI MOGHADAM Hassan, , 11-11-1111,138
571, male, HOWE Stephen, Ireland, 08-09-1959,137
572,, KO Lyuh-Sun, , 11-11-1111,137
573,, LOH T- K-, Korea, 11-11-1111,137
574, female, AALTONEN Pia, Finland, 06-06-1966,136
575,, ROMERO Walter, Ecuador, 11-11-1111,136
576,, LEE Chol Sul Yoo, Korea, 11-11-1111,136
577, male, SHAMOYAN Vardan, Armenia, 03-07-1969,135
578,, HOFMANN Peter, , 12-04-1964,135
579,, YOUNG Kil, , 11-11-1111,135
580, male, MUTI Marius Nicolae, Romania, 14-01-1982,135
581,, MONTES Rolando, , 11-11-1111,134.8
582,, SHKALAV Dzianis, , 11-11-1111,133
583,, TARAKI Muhammad Bashir, Afghanistan, 07-08-1980,133
584, male, CIVILETTI Christophe, France, 23-09-1975,132
585, male, HARB Ralph, Lebanon, 14-03-1985,132
586,, EL JAMRI Tarik, Portugal, 11-11-1111,132
587,, CHUN Dong-Keun, , 11-11-1111,131
588, male, RASSIAH Dhanaraj, Malaysia, 29-06-1968,130
589, male, FATNASSI Sami, Tunisia, 21-09-1986,130
590,, YOKONO Kenji, , 11-11-1111,130
591,, NICOLAOU Nicos, Cyprus, 01-08-1972,130
592,, ROUAHI Mohamed Ali, Tunisia, 01-06-1983,130
593, female, MOMENZADEH Mahla, Iran, 15-09-2002,129
594,, BRUNS Valerie, Ukraine, 15-09-1969,129
595, male, MAHAO Patoli, Lesotho, 11-11-1111,128
596,, KIM Jun-Sik, , 11-11-1111,128
597,, LIM Dae-Taek, , 11-11-1111,128
598, female, EPANGUE Gwladys, France, 15-08-1983,126
599,, GORJUP Boris, Serbia, 05-11-1975,125.8
600, male, AL-SHAMARI Aied, Qatar, 01-01-1963,125
601,, GUEOGUIEV Andrey, , 11-11-1111,125
602,, O\'NEAL Keel, , 11-11-1111,125
603,, SOUMARE Gaoussou, Mali, 11-11-1111,125
604,, CARBALLO ELIZALDE Pedro, Cuba, 28-10-1959,125
605,, DELISLE ROJAS Amaranto, Cuba, 09-09-1970,125
606,, McGUINNESS Terry, , 11-11-1111,124
607, female, ZAKKAS Lydia, Australia, 12-05-1964,123.8
608, male, TAKACS Gabor, Hungary, 16-05-1970,123
609,, KIM Gyong-Su, Korea, 11-11-1111,123
610,, LEE Jong-Hwan, Korea, 11-11-1111,123
611,, LEE Sin Hwa, Brazil, 29-05-1956,122
612,, YU Myung-Won, , 11-11-1111,121
613,, KHALIL Mahmoud, Egypt, 11-11-1111,121
614, male, HARDIE Ben, New Zealand, 11-11-1111,120
615, male, TEMIRALIYEV Murat, Kazakhstan, 04-02-1973,120
616,, CORTIS Anthony, , 11-11-1111,120
617,, DUISSEBAYEV Nurkhat, , 11-11-1111,120
618,, IZZET Mustafa, , 11-11-1111,120
619,, NAMIK Kemal, , 11-11-1111,120
620,, PECKO Nikola, , 11-11-1111,120
621,, MATIC Igor, Hrvatska, 11-11-1111,119.5
622,, SHEVCHENKO Viktor, , 11-11-1111,119
623,, VOROBIOV Valeri, , 11-11-1111,119
624, male, YOU Young-Dae, Korea, 11-11-1111,118
625,, NAM Hak-Hyon, Korea, 11-11-1111,118
626,, LEE Bong-Chun, Korea, 11-11-1111,118
627,, RAMAL MUNOZ Jesus, Spain, 01-09-1968,118
628, female, HOCK Ruth, Australia, 05-09-1985,117.3
629,, SANMIGUEL LOREDO Israel, , 25-03-1981,117
630,, WAIL Mohamed, Sweden, 11-11-1111,117
631, male, OUDE LUTTIKHUIS Thijs, Netherlands, 10-09-1981,116
632, male, KIM Jae-Woo, Korea, 11-11-1111,116
633,, BUBA Adamu, , 11-11-1111,116
634,, OZIS Halil, , 11-11-1111,116
635,, SUH Joong-Keun, , 11-11-1111,116
636,, FREITAS Rivanaldo, Brazil, 01-07-1974,116
637,, SARAIVA Rodney, Brazil, 11-11-1111,116
638,, KIM Ki-Jong, Korea, 11-11-1111,115
639,, NIANG Ibrahima, Mali, 08-06-1979,115
640,, LEE Jae-Ho, Nepal, 20-05-1980,115
641, male, SANABRIA Jose, Spain, 18-12-1959,112.5
642,, BAHRAMINEJAD Morteza, Iran, 11-11-1111,112.5
643, male, SERRAO Hugo, Portugal, 26-08-1978,112
644, male, DEER Andrew, United Kingdom of Great Britai, 11-07-1987,112
645,, HOSSEINZADEH Mahnaz, Iran, 11-11-1111,112
646,, TIRKEY Lalit, India, 04-05-1961,112
647, male, PARK Sun-Chol, Korea, 11-11-1111,111.5
648, male, KAILA Jarl, Finland, 19-12-1966,111
649, male, RAFIEI Meisam, Iceland, 21-03-1986,111
650,, CHOI Young-Ryul, , 11-11-1111,111
651,, HA Yong-Sung, , 11-11-1111,111
652, male, PINARBASI Turgut Osman, Turkey, 11-11-1111,110
653, male, SAIKIA Praban, India, 01-03-1975,110
654,, DOSSANTOS Agostinho, Canada, 11-11-1111,110
655, male, JUBA Stephen, Kenya, 11-11-1111,110
656,, KIM Byoung-Hoon, , 11-11-1111,110
657,, LEE Yoo, , 11-11-1111,110
658,, LIN Tu-Cheng, , 11-11-1111,110
659,, MUREU George, , 11-11-1111,110
660,, SUN Myung-Hwa, , 11-11-1111,110
661,, CHEN Ho-Lung, , 11-11-1111,110
662,, MATA Moises, Mozambique, 11-11-1111,110
663,, McCUTCHEON Brian, United States of America, 31-07-1968,110
664,, II Uh-Soo, , 11-11-1111,109
665,, LEE Kwang-Bae, , 11-11-1111,109
666,, STILINOVIC Drazen, , 11-11-1111,109
667, male, TIEDJEN Steen, Denmark, 11-11-1111,109
668,, CAMPANICO Pedro, Portugal, 10-11-1976,109
669,, FALAHIRAD Hassan, Iran, 11-11-1111,108
670,, PANT Deepak, India, 01-02-1978,107
671,, ANDRIYEVSKYY Valeriy, , 11-11-1111,105
672,, APOSTOL Costantin, Romania, 17-06-1967,105
673,, CASAGRANDE Emilio, Argentina, 11-11-1111,105
674,, CHOI Nam-Sung, , 11-11-1111,105
675,, FRONISTAS Loucas, , 11-11-1111,105
676,, GERGES Digben, , 11-11-1111,105
677,, HOSSRI Robert, , 11-11-1111,105
678,, LEE Kyoung-Myong, , 11-11-1111,105
679,, WARREN David, , 11-11-1111,105
680,, BAGHI NEJAD Hamid, Iran, 11-11-1111,104.5
681,, ABDULLAEV Magomed, , 11-11-1111,104.3
682,, HAKEGARD Tor, , 11-11-1111,104
683,, NILSEN Erik, , 11-11-1111,104
684,, BOISVERT Tommy, Canada, 11-11-1111,104
685,, CHANGO Marcos, , 11-11-1111,103
686,, GUPTA Vijay, India, 06-03-1984,103
687, male, KADLEC David, Czech Republic, 06-10-1979,102
688,, VASYLCHENKO Serhiy, Ukraine, 11-11-1111,101
689,, ABDEL MJID Khouia, , 11-11-1111,100
690,, KU Yong-Chae, , 11-11-1111,100
691,, MIN Sin-Hak, , 15-10-1972,100
692,, MIREBADI Majid, , 11-11-1111,100
693,, MOREIRA Lander, , 11-11-1111,100
694,, VUKELIC Lucijan, , 11-11-1111,100
695,, CHACON Alejandro, Costa Rica, 11-11-1111,100
696,, RODRIGUEZ Felix, Puerto Rico, 11-11-1111,100
697,, LEE Ki-Jeong, Hrvatska, 11-11-1111,100
698,, YOU Yong-Rak, Korea, 11-11-1111,100
699,, KHALIL Moh- D- H-, , 11-11-1111,100
700,, AMHAD Ignacio, Venezuela, 11-11-1111,100
701,, RO Chin-Ming, Korea, 11-11-1111,100
702,, YASAEI Azadeh, Iran, 11-11-1111,100
703,, MOHAMAD NEJAD Mahbobeh, Iran, 11-11-1111,99.5
704, female, SHMIDA Noa, Israel, 20-08-1982,98.8
705, male, BABUADZE Davit, Georgia, 22-02-1966,98
706, male, GEORGIEV Andrey, Bulgaria, 20-05-1976,98
707,, CHOI Ji-Sun, , 11-11-1111,98
708,, COLON Jose, , 11-11-1111,98
709, male, BOYALI Ekrem, Turkey, 15-07-1970,96
710,, ANASTASIOU Marinos, , 11-11-1111,96
711,, LOPEZ CASTILLO Jesus Adilio, , 11-11-1111,95
712,, LEE Jung-Nam, United States of America, 11-11-1111,95
713,, MAITUI Theodore, French Polynesia, 11-11-1111,95
714, male, RUSINOV Roman, Israel, 11-11-1111,95
715,, BURUIAN Gheorghe, , 11-11-1111,93
716,, MONTVIDAS Romualdas, Lithuania, 20-10-1954,91
717,, SMYCHKOU Siarhei, Belarus, 20-08-1976,91
718,, KIM Son-Chon, Korea, 11-11-1111,90.8
719,, SAEIDIZADEH Akbar, Iran, 11-11-1111,90.3
720, male, GOULART Fabio, Brazil, 17-06-1965,90
721, male, NOGUERA Luis, Venezuela, 12-10-1973,90
722, male, RAMOS Juan Antonio, Spain, 18-08-1976,90
723,, ARIAS Ramon, , 11-11-1111,90
724,, CHUNG Simon, , 11-11-1111,90
725,, KANG Hyun-Soon, , 11-11-1111,90
726,, LEE Beom-Joo, Korea, 11-11-1111,90
727,, PAK Vyatcheslav, , 27-09-1974,90
728,, CHEUNG, , 11-11-1111,90
729,, CHUNG Eui-Hwang, Korea, 11-11-1111,90
730,, YOON Mogg, Korea, 11-11-1111,90
731, male, CODAZZO Aldo, Italy, 06-05-1956,89
732,, FATHI Asgar, Iran, 11-11-1111,89
733,, TIAN Guerman, , 11-11-1111,88
734,, VULKA Elvis, , 11-11-1111,87
735,, GHOHYEI Maryam, Iran, 11-11-1111,87
736, male, ZAREEI SHAMSABADI Manni, Netherlands, 04-07-1985,86
737, male, D\'ORIANO Luigi, Italy, 10-11-1958,85
738, male, NGUYEN Dang Kanh, Viet Nam, 02-09-1968,85
739, male, VO Ludovic, France, 05-01-1978,85
740, male, GIORDANO Ciro, Italy, 13-03-1962,85
741,, ALAVA Alfredo, , 11-11-1111,85
742,, APOSTOL Georghe, Romania, 20-10-1949,85
743,, BAIK Yoon-Pil, Tonga, 14-10-1939,85
744,, BOURKE Mally, , 11-11-1111,85
745,, FLORES Cristian, , 11-11-1111,85
746,, GHENERALOV Oleg, , 11-11-1111,85
747,, SHIN Jae-Keun, , 11-11-1111,85
748, male, KANAI Hiroshi, Japan, 24-05-1973,84
749, male, MOUTARAZAK Mustapha, Netherlands, 11-11-1111,84
750, female, PARK Sun-Mi, Korea, 22-11-1972,84
751,, BARROS Marcelino, , 11-11-1111,84
752,, KIM Yong, , 11-11-1111,84
753,, LEE Jong-Chu, , 11-11-1111,84
754,, TRUONG Van Hai, , 11-11-1111,84
755,, DIALLO Papa Ndiogou, Senegal, 11-11-1111,84
756,, CHANG Hong-He, , 11-11-1111,83
757,, LEE Joong-Kee, , 11-11-1111,83
758,, SHEREUK Jamil, Denmark, 11-11-1111,83
759,, SVEC Mario, Slovakia, 11-11-1111,83
760,, CHENG Chiu-Kung, , 11-11-1111,82.5
761, male, SAMANN Norbert, Germany, 17-09-1960,82
762, male, BETIAN Mircea, Moldova, 11-02-1973,81.8
763,, BASAR Suleyman, Turkey, 11-11-1111,81.5
764, male, BAILEY David, United Kingdom of Great Britai, 28-11-1961,81
765,, REINIC Mladen, , 17-05-1964,80.5
766, male, KILDAU Hermann, Germany, 11-11-1111,80
767, male, VITAGLIANO Esteban, Chile, 09-12-1961,80
768, male, FUKUDA Toshiyosu, Japan, 06-08-1973,80
769,, GERWASH Ibrahim, , 11-11-1111,80
770,, KIM Hong-Seir, , 11-11-1111,80
771,, KIM Myung-Soo, Korea, 11-11-1111,80
772,, MRSIC Dragomir, , 11-11-1111,80
773,, RIM Seounmin, , 11-11-1111,80
774,, MAMBU Alpha, Congo, 11-11-1111,80
775,, AKHMEDOV Rashid, Uzbekistan, 11-11-1111,80
776,, KIM Byeong-Hun, , 11-11-1111,80
777,, ABOUELFARH Hesham, Egypt, 11-11-1111,80
778,, MOFFORD Colin, Trinidad and Tobago, 16-08-1962,80
779,, RAJAB Mahmoud Mashadi, Iran, 11-11-1111,80
780,, GIL Chang-Moon, Korea, 11-11-1111,80
781,, OGANESSIANTS Avetis, , 06-08-1964,79.5
782,, NAM Sang-Dok, Korea, 11-11-1111,79.3
783,, RYGH Kjetil, , 11-11-1111,79
784,, FATHI Jafar, Iran, 11-11-1111,79
785,, LITWINSKI Jerzy, , 11-11-1111,78.8
786,, KASHKAROV Victor, , 11-11-1111,78
787,, KIM Choung-Kwan, , 11-11-1111,78
788,, SON Sung-Min, Canada, 14-05-1989,78
789, male, LIANG Vitaly, Taiwan, 11-11-1111,77
790, male, SITAPA Paula, Tonga, 11-10-1978,76
791, male, BEIS Konstantinos, Greece, 02-01-1963,76
792,, STEFANO de Domenic, , 11-11-1111,76
793, male, GUNUNAL Yusuf, Turkey, 11-11-1111,75.3
794, male, ZADEHMOHAMMAD Reza, Austria, 30-03-1944,75
795, male, FREDES MEZA Luis, Chile, 18-01-1976,75
796, male, ZAHARIEV Stamen, Bulgaria, 02-12-1985,75
797, male, LEE Sun-Jae, Korea, 19-08-1982,75
798, male, NUGRAHA Taufik Krisna, Indonesia, 09-09-1981,75
799,, BABIC Stojan, Serbia, 12-10-1945,75
800, male, KHAN Evgeniy, , 11-11-1111,75
801,, LAME Elton, , 11-11-1111,75
802,, LEE Seung-Gyy, Kyrgyz Republic, 13-06-1969,75
803,, OREHOV Alexei, , 11-11-1111,75
804,, SMIRNOV Alexandr, , 16-11-1964,75
805,, TCIZHIK Oleg, , 11-11-1111,75
806,, SATAN Tarquino, Ecuador, 16-10-1978,75
807,, WAGNER Joe, Canada, 11-11-1111,74.3
808,, CHU Shin-Gyu, Korea, 11-11-1111,74.3
809, male, MATHEU DIAZ Eduardo, Spain, 11-11-1111,74
810,, KNAPEN Guy, , 11-11-1111,74
811,, KANG Chin-Chal, Korea, 11-11-1111,74
812,, KHOSHROUZI Ahmad, Iran, 11-11-1111,74
813, male, HANSEN Warren, Australia, 25-08-1970,73.8
814,, TATAR Mustafa, , 11-11-1111,73.5
815, male, IULIO di Andrea, Luxembourg, 09-06-1970,73
816, male, HABIBOULLAH Habib, Afghanistan, 11-11-1111,73
817,, KIM Jun-Woo, Korea, 30-09-1978,73
818, male, GARR Troy, United States of America, 09-07-1970,72.3
819,, TOKAS Harish, India, 01-03-1988,72.1
820, female, TREADWELL Kylie, Australia, 15-04-1980,72
821,, CHO Jung-Hyun, South Africa, 08-07-1971,72
822,, CHOI Jong-Yol, Korea, 11-11-1111,71.8
823, male, CHANG Myung-Sam, Korea, 11-11-1111,71
824, female, JANG Jung-Yoon, Korea, 11-11-1111,71
825,, CHEIKA Vladimir, , 11-11-1111,71
826,, TAKEMURA Mobutaka, , 11-11-1111,71
827,, PIRHADI Yadollah, Iran, 11-11-1111,71
828, male, SIMPAO Dingo, Philippines, 17-11-1974,70
829, male, AMEFU Norbert, Ghana, 06-06-1970,70
830, male, IRGASHEV Akmal, Uzbekistan, 16-12-1982,70
831,, ATALAR Cornelia, , 11-11-1111,70
832,, AVI Berman Boris, , 11-11-1111,70
833,, CHO Nam-Soo, , 11-11-1111,70
834,, INKALI, , 11-11-1111,70
835,, KIM Hong-Jo, , 11-11-1111,70
836,, KORSHED Shihab Abdul, , 11-11-1111,70
837, male, LOPEZ Juan, , 11-11-1111,70
838,, MURTHY Krishna, India, 02-06-1976,70
839,, NGUEMBO, , 11-11-1111,70
840,, OTU Frederick, Ghana, 10-08-1968,70
841,, THARCHEN Yonten, , 11-11-1111,70
842,, CHO Myong-Koo, Korea, 11-11-1111,70
843,, KANG Byong-Ok, Korea, 11-11-1111,70
844,, KOSTOVSKI Borche, Macedonia, 21-10-1984,70
845,, JANG Jong Youl, Korea, 11-11-1111,70
846,, AGGARWAL Shivani, India, 19-11-1982,70
847,, BREGINSKI Mark, Israel, 11-11-1111,69.3
848, male, NAFJAM Feizollah, Iran, 31-07-1974,69
849,, EIMA Eyal, , 11-11-1111,69
850,, NEGRAO Carlos, , 11-11-1111,68
851,, PALERMO Carlos, , 11-11-1111,68
852, male, PARK Young-Chul, , 11-11-1111,68
853,, RODRIGUEZ Chago, , 11-11-1111,68
854,, TONG Liang, , 11-11-1111,68
855,, KHODAEI Nader, Iran, 11-11-1111,68
856,, ATAEI Ahmad, Iran, 11-11-1111,68
857, male, PARK Chong-Man, Korea, 11-11-1111,67.5
858, male, ABBASI Seyed Hossein, Iran, 11-11-1111,67
859, male, KOLB Sergej, Germany, 28-01-1986,67
860, female, SARDAROVA Saule, Kazakhstan, 14-04-1982,67
861,, KERIMOV Qoudrat, , 11-11-1111,67
862,, LEE Kiu-In, , 11-11-1111,67
863,, LOPES Pavlo, , 11-11-1111,67
864, male, BARTOSIEWICZ Andrezj, Poland, 11-11-1111,66
865, male, MPELOS Sisimos, Greece, 11-11-1111,66
866,, KARAPIETSIAN Aharon, , 11-11-1111,66
867,, LEE Soo-Kwang, , 11-11-1111,66
868,, TASSIOS Stavros, , 11-11-1111,66
869,, SONG Jo-Shik, Korea, 11-11-1111,66
870,, BERNARDI Secondo, San Marino, 06-10-1972,66
871,, RAIBEKOV Bakytzhan, Kazakhstan, 11-11-1111,66
872, male, LYGEROS Evangelos, Canada, 29-10-1971,65.3
873, male, CHANG Dae-Soon, Korea, 18-02-1974,65
874, male, MARCHIONE Raffaele, Italy, 17-07-1958,65
875, male, MARINOV Marin, Bulgaria, 09-11-1980,65
876, male, VIDAL Alvaro, Colombia, 11-11-1111,65
877, female, CHEONG Hye Yoon, New Zealand, 11-11-1111,65
878, male, AMENU Michel, Ghana, 11-11-1111,65
879,, CHAMBER Illiasu, , 11-11-1111,65
880,, GAL Istvan, , 11-11-1111,65
881,, MOSCH Norbert, Austria, 23-01-1952,65
882,, PARK Hyun-Sook, , 11-11-1111,65
883,, PHIMTHON Wirat, , 11-11-1111,65
884,, ZAWADKA Marek, Poland, 11-11-1111,65
885, male, ANAFULU Tony, Nigeria, 11-11-1111,64
886,, KHOMENKO Serhiy, , 11-11-1111,64
887,, ABDULMALIK Mohammed, Nigeria, 11-11-1111,64
888, male, ARGUDO SESMILO Javier, Spain, 03-05-1975,63
889,, BERBEROVIC Belmir, Bosnia and Herzegovina, 08-03-1976,63
890,, YU Yong-Jin, Kazakhstan, 11-11-1111,63
891,, FONTAN Salvador, Spain, 11-11-1111,62.8
892, male, ENRIGHT Bobby, Ireland, 28-01-1981,62
893,, HON Igor, , 11-11-1111,62
894,, PIAK Oleg, , 11-11-1111,62
895, female, HARTNETT Carmela, Australia, 11-11-1111,61.5
896, male, NEVALAINEN Ari, Finland, 11-11-1111,61
897,, ELHOCINE Malki, , 11-11-1111,61
898,, MESA de la Rafael, , 11-11-1111,61
899,, RUI Sven Olav, , 11-11-1111,61
900,, STOCHMALSKI Tomasz, , 11-11-1111,61
901,, SHTANKO Oleg, Ukraine, 11-11-1111,61
902,, MOHSENI Kolsoum, Iran, 11-11-1111,60.5
903,, LEE Eui, United States of America, 09-02-1971,60.3
904, male, KRAUTZ Joachim, Germany, 08-05-1960,60
905, male, LEPIN Vitaly, Latvia, 16-09-1978,60
906, male, MOKHOSI Mokete, Lesotho, 01-05-1969,60
907, male, RAWLINS Charles, Australia, 11-11-1111,60
908, male, SEMJIDSUREN Gantumur, Mongolia, 28-08-1977,60
909, male, KITTELSON Anders, Norway, 11-11-1111,60
910,, GARAY NARVAEZ Ligia, , 11-11-1111,60
911,, GELDER van Peter, , 11-11-1111,60
912,, GONZALES Editaldo, , 11-11-1111,60
913,, LEIJENAAR J-, , 11-11-1111,60
914,, LIFSHITS Vladimir, , 04-05-1953,60
915,, LIKOV Igor, , 11-11-1111,60
916,, MAIRHOFER Harald, , 11-11-1111,60
917,, MARTINEZ Reinaldo, , 11-11-1111,60
918,, MONGKHOLDET Somyot, , 11-11-1111,60
919,, SAARDAIUM Pun, , 11-11-1111,60
920,, SANDERS P-, , 11-11-1111,60
921,, TUMURSANDAN Ganod, , 11-11-1111,60
922,, REE Kito, Japan, 11-11-1111,60
923,, BROOKS Andrew, New Zealand, 01-01-1981,60
924,, CHAN Anthony, New Zealand, 12-12-1985,60
925,, TORGOMYAN Mikayel, Armenia, 11-11-1111,60
926,, ZENOLABEDINI Mohammad, Iran, 11-11-1111,60
927,, BOGDAEV Kurban, Russian Federation, 11-11-1111,60
928,, OH Young-Su, , 11-11-1111,59.3
929, male, LANGER Reinhard, Germany, 21-09-1960,59
930, male, POSPISEK Pavel, Czech Republic, 02-02-1993,59
931, male, MOONEY John Joseph, Australia, 11-11-1111,59
932,, LOCKYER Rodney, , 11-11-1111,59
933,, TURNER Gordon, , 11-11-1111,59
934,, GLEREN Bastien, France, 11-11-1111,58.8
935, male, KUKIC Darko, Serbia and Montenegro, 11-11-1111,58
936,, BANG Young-Sun, Mexico, 20-06-1976,57.5
937,, GONZALEZ RAMIREZ Marina, Mexico, 11-11-1111,57.5
938, female, BAIDYA Sangina, Nepal, 29-12-1974,57
939, male, LAEZZA Pacifico, Italy, 10-08-1980,57
940, male, TUNCER Mert, Turkey, 11-02-1975,57
941,, KARABULUT Halit, , 11-11-1111,57
942,, MIHAYLOV Dimitar, Bulgaria, 01-09-1985,57
943,, NUNES da FONSECA Rafael, Portugal, 11-11-1111,57
944,, FALAHATGAR Davoud, Belgium, 11-11-1111,57
945, male, UNALAN Mahir, Australia, 30-09-1980,56
946,, BLACK Rod, Australia, 11-11-1111,56
947,, BSHAQ Ali Mohammad, , 11-11-1111,56
948,, KIM Deuk-Young, , 11-11-1111,56
949, male, HAJIPOUR Ali, Iran, 11-11-1111,55.3
950,, PAPOVA Svetlana, , 11-11-1111,55.3
951, male, ARVENTII Vladislav, Moldova, 19-08-1993,55
952,, CALLUT Eric, , 11-11-1111,55
953,, FUENTE de la Alejandro, , 11-11-1111,55
954,, JEON Ik-Ki, , 11-11-1111,55
955,, KARAURIA Ednard, , 11-11-1111,55
956,, PANAY Ioanna Constandina, , 11-11-1111,55
957,, YOON Oh-Nam, , 11-11-1111,55
958,, BENSAFI Mehdi, France, 06-04-1983,55
959,, EBOULA Padoue, Gabon, 11-06-1977,55
960,, RAMOS CORDERO Migdalia, Puerto Rico, 28-08-1968,55
961,, O\'NEILL Kesi, , 11-11-1111,54
962, male, PADILLA Kevin, United States of America, 07-07-1964,53.3
963, female, SUKHAVITSKAYA Yuliya, Belarus, 31-10-1978,53
964,, GHODSMIRHEYDARI Seyedfaziollah, , 11-11-1111,53
965,, SMICHKOU Siarhei, , 11-11-1111,53
966, male, RENGASAMY Seelan, United Kingdom of Great Britai, 29-10-1964,52
967, male, OUAZZANI Mohamed, Morocco, 11-11-1111,52
968, male, CULLEN John, United Kingdom of Great Britai, 01-06-1977,52
969,, CHUNG Su-Hwan, , 11-11-1111,52
970,, NUFLO ALFARO Francisco, , 11-11-1111,52
